name,score,category,country_region,director,actors,intro,source_url,source_site,crawl_time
肖申克的救赎,9.7,犯罪 剧情,美国,弗兰克·德拉邦特 Frank Darabont,蒂姆·罗宾斯 Tim Robbins /...,\N,https://movie.douban.com/subject/1292052/,豆瓣电影,2026-03-24T17:21:51
霸王别姬,9.6,剧情 爱情 同性,中国大陆 中国香港,陈凯歌 Kaige Chen,张国荣 Leslie Cheung / 张丰毅 Fengyi Zha...,\N,https://movie.douban.com/subject/1291546/,豆瓣电影,2026-03-24T17:21:51
泰坦尼克号,9.5,剧情 爱情 灾难,美国,詹姆斯·卡梅隆 James Cameron,莱昂纳多·迪卡普里奥 Leonardo...,\N,https://movie.douban.com/subject/1292722/,豆瓣电影,2026-03-24T17:21:51
阿甘正传,9.5,剧情 爱情,美国,罗伯特·泽米吉斯 Robert Zemeckis,汤姆·汉克斯 Tom Hanks / ...,\N,https://movie.douban.com/subject/1292720/,豆瓣电影,2026-03-24T17:21:51
千与千寻,9.4,剧情 动画 奇幻,日本,宫崎骏 Hayao Miyazaki,柊瑠美 Rumi Hîragi / 入野自由 Miy...,\N,https://movie.douban.com/subject/1291561/,豆瓣电影,2026-03-24T17:21:51
美丽人生,9.5,剧情 喜剧 爱情 战争,意大利,罗伯托·贝尼尼 Roberto Benigni,罗伯托·贝尼尼 Roberto Beni...,\N,https://movie.douban.com/subject/1292063/,豆瓣电影,2026-03-24T17:21:51
星际穿越,9.4,剧情 科幻 冒险,美国 英国 加拿大,克里斯托弗·诺兰 Christopher Nolan,马修·麦康纳 Matthew Mc...,\N,https://movie.douban.com/subject/1889243/,豆瓣电影,2026-03-24T17:21:51
这个杀手不太冷,9.4,剧情 动作 犯罪,法国 美国,吕克·贝松 Luc Besson,让·雷诺 Jean Reno / 娜塔莉·波特曼 ...,\N,https://movie.douban.com/subject/1295644/,豆瓣电影,2026-03-24T17:21:51
盗梦空间,9.4,剧情 科幻 悬疑 冒险,美国 英国,克里斯托弗·诺兰 Christopher Nolan,莱昂纳多·迪卡普里奥 Le...,\N,https://movie.douban.com/subject/3541415/,豆瓣电影,2026-03-24T17:21:51
楚门的世界,9.4,剧情 科幻,美国,彼得·威尔 Peter Weir,金·凯瑞 Jim Carrey / 劳拉·琳妮 Lau...,\N,https://movie.douban.com/subject/1292064/,豆瓣电影,2026-03-24T17:21:51
辛德勒的名单,9.5,剧情 历史 战争,美国,史蒂文·斯皮尔伯格 Steven Spielberg,连姆·尼森 Liam Neeson...,\N,https://movie.douban.com/subject/1295124/,豆瓣电影,2026-03-24T17:21:51
忠犬八公的故事,9.4,剧情,美国 英国,莱塞·霍尔斯道姆 Lasse Hallström,理查·基尔 Richard Ger...,\N,https://movie.douban.com/subject/3011091/,豆瓣电影,2026-03-24T17:21:51
海上钢琴师,9.3,剧情 音乐,意大利,朱塞佩·托纳多雷 Giuseppe Tornatore,蒂姆·罗斯 Tim Roth / ...,\N,https://movie.douban.com/subject/1292001/,豆瓣电影,2026-03-24T17:21:51
疯狂动物城,9.3,喜剧 动画 冒险,美国,拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore,金妮弗·...,\N,https://movie.douban.com/subject/25662329/,豆瓣电影,2026-03-24T17:21:51
三傻大闹宝莱坞,9.2,剧情 喜剧 爱情 歌舞,印度,拉库马·希拉尼 Rajkumar Hirani,阿米尔·汗 Aamir Khan / 卡...,\N,https://movie.douban.com/subject/3793023/,豆瓣电影,2026-03-24T17:21:51
机器人总动员,9.3,科幻 动画 冒险,美国,安德鲁·斯坦顿 Andrew Stanton,本·贝尔特 Ben Burtt / 艾丽...,\N,https://movie.douban.com/subject/2131459/,豆瓣电影,2026-03-24T17:21:51
放牛班的春天,9.3,剧情 音乐,法国 瑞士 德国,克里斯托夫·巴拉蒂 Christophe Barratier,让-巴蒂斯特·莫尼...,\N,https://movie.douban.com/subject/1291549/,豆瓣电影,2026-03-24T17:21:51
无间道,9.3,剧情 犯罪 惊悚,中国香港,刘伟强 / 麦兆辉,刘德华 Andy Lau / 梁朝伟 Tony Leung Chiu W...,\N,https://movie.douban.com/subject/1307914/,豆瓣电影,2026-03-24T17:21:51
控方证人,9.6,剧情 犯罪 悬疑 惊悚,美国,比利·怀尔德 Billy Wilder,泰隆·鲍华 Tyrone Power / 玛琳·...,\N,https://movie.douban.com/subject/1296141/,豆瓣电影,2026-03-24T17:21:51
寻梦环游记,9.1,喜剧 动画 奇幻 音乐,美国,李·昂克里奇 Lee Unkrich / 阿德里安·莫利纳 Adrian Molina,...,\N,https://movie.douban.com/subject/20495023/,豆瓣电影,2026-03-24T17:21:51
大话西游之大圣娶亲,9.2,喜剧 爱情 奇幻 古装,中国香港 中国大陆,刘镇伟 Jeffrey Lau,周星驰 Stephen Chow / 吴孟达 Man Tat Ng...,\N,https://movie.douban.com/subject/1292213/,豆瓣电影,2026-03-24T17:21:51
熔炉,9.3,剧情,韩国,黄东赫 Dong-hyuk Hwang,孔侑 Yoo Gong / 郑有美 Yu-mi Jung /...,\N,https://movie.douban.com/subject/5912992/,豆瓣电影,2026-03-24T17:21:51
触不可及,9.3,剧情 喜剧,法国,奥利维·那卡什 Olivier Nakache / 艾力克·托兰达 Eric Toledano 主...,\N,\N,https://movie.douban.com/subject/6786002/,豆瓣电影,2026-03-24T17:21:51
教父,9.3,剧情 犯罪,美国,弗朗西斯·福特·科波拉 Francis Ford Coppola,马龙·白兰度 M...,\N,https://movie.douban.com/subject/1291841/,豆瓣电影,2026-03-24T17:21:51
末代皇帝,9.3,剧情 传记 历史,英国 意大利 中国大陆 法国,贝纳尔多·贝托鲁奇 Bernardo Bertolucci,尊龙 John Lone / 陈...,\N,https://movie.douban.com/subject/1293172/,豆瓣电影,2026-03-24T17:21:51
哈利·波特与魔法石,9.2,奇幻 冒险,美国 英国,Chris Columbus,Daniel Radcliffe / Emma Watson / Rupert Grint,\N,https://movie.douban.com/subject/1295038/,豆瓣电影,2026-03-24T17:21:51
当幸福来敲门,9.1,剧情 传记 家庭,美国,加布里尔·穆奇诺 Gabriele Muccino,威尔·史密斯 Will Smith ...,\N,https://movie.douban.com/subject/1849031/,豆瓣电影,2026-03-24T17:21:51
龙猫,9.2,动画 奇幻 冒险,日本,宫崎骏 Hayao Miyazaki,日高法子 Noriko Hidaka / 坂本千夏 Ch...,\N,https://movie.douban.com/subject/1291560/,豆瓣电影,2026-03-24T17:21:51
活着,9.3,剧情 历史 家庭,中国大陆 中国香港,张艺谋 Yimou Zhang,葛优 You Ge / 巩俐 Li Gong / 姜武 Wu Jiang,\N,https://movie.douban.com/subject/1292365/,豆瓣电影,2026-03-24T17:21:51
怦然心动,9.1,剧情 喜剧 爱情,美国,罗伯·莱纳 Rob Reiner,玛德琳·卡罗尔 Madeline Carroll / 卡...,\N,https://movie.douban.com/subject/3319755/,豆瓣电影,2026-03-24T17:21:51
蝙蝠侠：黑暗骑士,9.2,剧情 动作 科幻 犯罪 惊悚,美国 英国,克里斯托弗·诺兰 Christopher Nolan,克里斯蒂安·贝尔 Christ...,\N,https://movie.douban.com/subject/1851857/,豆瓣电影,2026-03-24T17:21:51
指环王3：王者无敌,9.3,剧情 动作 奇幻 冒险,美国 新西兰,彼得·杰克逊 Peter Jackson,伊利亚·伍德 Elijah Wood / 西恩...,\N,https://movie.douban.com/subject/1291552/,豆瓣电影,2026-03-24T17:21:51
我不是药神,9.0,剧情 喜剧,中国大陆,文牧野 Muye Wen,徐峥 Zheng Xu / 王传君 Chuanjun Wang / 周...,\N,https://movie.douban.com/subject/26752088/,豆瓣电影,2026-03-24T17:21:51
乱世佳人,9.3,剧情 历史 爱情 战争,美国,维克多·弗莱明 Victor Fleming / 乔治·库克 George Cukor,费...,\N,https://movie.douban.com/subject/1300267/,豆瓣电影,2026-03-24T17:21:51
飞屋环游记,9.1,剧情 喜剧 动画 冒险,美国,彼特·道格特 Pete Docter / 鲍勃·彼德森 Bob Peterson,爱德...,\N,https://movie.douban.com/subject/2129039/,豆瓣电影,2026-03-24T17:21:51
让子弹飞,9.0,剧情 喜剧 动作 西部,中国大陆 中国香港,姜文 Wen Jiang,姜文 Wen Jiang / 葛优 You Ge / 周润发 Yun-F...,\N,https://movie.douban.com/subject/3742360/,豆瓣电影,2026-03-24T17:21:51
哈尔的移动城堡,9.1,爱情 动画 奇幻 冒险,日本,宫崎骏 Hayao Miyazaki,倍赏千惠子 Chieko Baishô / 木村拓...,\N,https://movie.douban.com/subject/1308807/,豆瓣电影,2026-03-24T17:21:51
十二怒汉,9.4,剧情,美国,西德尼·吕美特 Sidney Lumet,亨利·方达 Henry Fonda / 马丁...,\N,https://movie.douban.com/subject/1293182/,豆瓣电影,2026-03-24T17:21:51
海蒂和爷爷,9.3,剧情 冒险 家庭,德国 瑞士,阿兰·葛斯彭纳 Alain Gsponer,阿努克·斯特芬 Anuk Steffen /...,\N,https://movie.douban.com/subject/25958717/,豆瓣电影,2026-03-24T17:21:51
素媛,9.3,剧情,韩国,李濬益 Jun-ik Lee,薛景求 Kyung-gu Sol / 严志媛 Ji-won Uhm ...,\N,https://movie.douban.com/subject/21937452/,豆瓣电影,2026-03-24T17:21:51
猫鼠游戏,9.1,传记 犯罪 剧情,美国 加拿大,史蒂文·斯皮尔伯格 Steven Spielberg,莱昂纳多·迪卡普里奥 L...,\N,https://movie.douban.com/subject/1305487/,豆瓣电影,2026-03-24T17:21:51
天空之城,9.2,动画 奇幻 冒险,日本,宫崎骏 Hayao Miyazaki,田中真弓 Mayumi Tanaka / 横泽启子 Ke...,\N,https://movie.douban.com/subject/1291583/,豆瓣电影,2026-03-24T17:21:51
鬼子来了,9.3,剧情 喜剧,中国大陆,姜文 Wen Jiang,姜文 Wen Jiang / 香川照之 Teruyuki Kagawa /...,\N,https://movie.douban.com/subject/1291858/,豆瓣电影,2026-03-24T17:21:51
摔跤吧！爸爸,9.0,剧情 传记 运动 家庭,印度,涅提·蒂瓦里 Nitesh Tiwari,阿米尔·汗 Aamir Khan / 法缇玛...,\N,https://movie.douban.com/subject/26387939/,豆瓣电影,2026-03-24T17:21:51
少年派的奇幻漂流,9.1,剧情 奇幻 冒险,美国 中国台湾 英国 加拿大,李安 Ang Lee,苏拉·沙玛 Suraj Sharma / 伊尔凡·可汗 Irrfan...,\N,https://movie.douban.com/subject/1929463/,豆瓣电影,2026-03-24T17:21:51
钢琴家,9.3,剧情 传记 战争 音乐,英国 法国 波兰 德国 美国,罗曼·波兰斯基 Roman Polanski,艾德里安·布洛迪 Adrien Brod...,\N,https://movie.douban.com/subject/1296736/,豆瓣电影,2026-03-24T17:21:51
指环王2：双塔奇兵,9.2,剧情 动作 奇幻 冒险,美国 新西兰,彼得·杰克逊 Peter Jackson,伊利亚·伍德 Elijah Wood / 西恩...,\N,https://movie.douban.com/subject/1291572/,豆瓣电影,2026-03-24T17:21:51
死亡诗社,9.2,剧情,美国,彼得·威尔 Peter Weir,罗宾·威廉姆斯 Robin Williams / 罗伯...,\N,https://movie.douban.com/subject/1291548/,豆瓣电影,2026-03-24T17:21:51
大话西游之月光宝盒,9.0,喜剧 爱情 奇幻 古装,中国香港 中国大陆,刘镇伟 Jeffrey Lau,周星驰 Stephen Chow / 吴孟达 Man Tat Ng...,\N,https://movie.douban.com/subject/1299398/,豆瓣电影,2026-03-24T17:21:51
绿皮书,8.9,剧情 喜剧 传记 音乐,美国 中国大陆,彼得·法雷里 Peter Farrelly,维果·莫腾森 Viggo Mortensen /...,\N,https://movie.douban.com/subject/27060077/,豆瓣电影,2026-03-24T17:21:51
何以为家,9.1,剧情,黎巴嫩 美国 法国 塞浦路斯 卡塔尔 英国,娜丁·拉巴基 Nadine Labaki,扎因·拉费阿 Zain al-Rafeea / ...,\N,https://movie.douban.com/subject/30170448/,豆瓣电影,2026-03-24T17:21:52
闻香识女人,9.1,剧情,美国,马丁·布莱斯 Martin Brest,阿尔·帕西诺 Al Pacino / 克里斯...,\N,https://movie.douban.com/subject/1298624/,豆瓣电影,2026-03-24T17:21:52
大闹天宫,9.4,剧情 动画 奇幻 古装,1964(中国大陆) / 1978(中国大陆) / 中国大陆,万籁鸣 Laiming Wan,邱岳峰 Yuefeng Qiu / 富润生 Runsheng Fu...,\N,https://movie.douban.com/subject/1418019/,豆瓣电影,2026-03-24T17:21:52
黑客帝国,9.1,动作 科幻,美国,安迪·沃卓斯基 Andy Wachowski / 拉娜·沃卓斯基 Lana Wachowski 主...,\N,\N,https://movie.douban.com/subject/1291843/,豆瓣电影,2026-03-24T17:21:52
指环王1：护戒使者,9.1,剧情 动作 奇幻 冒险,新西兰 美国 英国,彼得·杰克逊 Peter Jackson,伊利亚·伍德 Elijah Wood / 西恩...,\N,https://movie.douban.com/subject/1291571/,豆瓣电影,2026-03-24T17:21:52
罗马假日,9.1,喜剧 剧情 爱情,美国,威廉·惠勒 William Wyler,奥黛丽·赫本 Audrey Hepburn / 格...,\N,https://movie.douban.com/subject/1293839/,豆瓣电影,2026-03-24T17:21:52
教父2,9.3,剧情 犯罪,美国,弗朗西斯·福特·科波拉 Francis Ford Coppola,阿尔·帕西诺 A...,\N,https://movie.douban.com/subject/1299131/,豆瓣电影,2026-03-24T17:21:52
狮子王,9.1,动画 冒险 歌舞,美国,Roger Allers / 罗伯·明可夫 Rob Minkoff,乔纳森·泰勒·托马...,\N,https://movie.douban.com/subject/1301753/,豆瓣电影,2026-03-24T17:21:52
天堂电影院,9.2,剧情 爱情,意大利 法国,朱塞佩·托纳多雷 Giuseppe Tornatore,菲利普·努瓦雷 Philipp...,\N,https://movie.douban.com/subject/1291828/,豆瓣电影,2026-03-24T17:21:52
饮食男女,9.2,剧情 家庭,中国台湾 美国,李安 Ang Lee,郎雄 Sihung Lung / 杨贵媚 Kuei-Mei Yang / 吴...,\N,https://movie.douban.com/subject/1291818/,豆瓣电影,2026-03-24T17:21:52
辩护人,9.2,剧情,韩国,杨宇硕 Woo-seok Yang,宋康昊 Kang-ho Song / 金英爱 Yeong-ae...,\N,https://movie.douban.com/subject/21937445/,豆瓣电影,2026-03-24T17:21:52
本杰明·巴顿奇事,9.0,剧情 爱情 奇幻,美国,大卫·芬奇 David Fincher,布拉德·皮特 Brad Pitt / 凯特·布...,\N,https://movie.douban.com/subject/1485260/,豆瓣电影,2026-03-24T17:21:52
搏击俱乐部,9.0,剧情 动作 悬疑 惊悚,美国,大卫·芬奇 David Fincher,爱德华·诺顿 Edward Norton / 布拉...,\N,https://movie.douban.com/subject/1292000/,豆瓣电影,2026-03-24T17:21:52
美丽心灵,9.1,传记 剧情,美国,朗·霍华德 Ron Howard,罗素·克劳 Russell Crowe / 艾德·哈...,\N,https://movie.douban.com/subject/1306029/,豆瓣电影,2026-03-24T17:21:52
穿条纹睡衣的男孩,9.2,剧情 战争,英国 美国,马克·赫尔曼 Mark Herman,阿萨·巴特菲尔德 Asa Butterfield ...,\N,https://movie.douban.com/subject/3008247/,豆瓣电影,2026-03-24T17:21:52
情书,8.9,剧情 爱情,日本,岩井俊二 Shunji Iwai,中山美穗 Miho Nakayama / 丰川悦司 Ets...,\N,https://movie.douban.com/subject/1292220/,豆瓣电影,2026-03-24T17:21:52
哈利·波特与死亡圣器(下),9.0,奇幻 冒险,美国 英国,大卫·叶茨 David Yates,丹尼尔·雷德克里夫 Daniel Radcliffe...,\N,https://movie.douban.com/subject/3011235/,豆瓣电影,2026-03-24T17:21:52
两杆大烟枪,9.1,剧情 喜剧 犯罪,英国,盖·里奇 Guy Ritchie,杰森·弗莱明 Jason Flemyng / 德克斯特...,\N,https://movie.douban.com/subject/1293350/,豆瓣电影,2026-03-24T17:21:52
窃听风暴,9.2,剧情 悬疑,德国,弗洛里安·亨克尔·冯·多纳斯马尔克 Florian Henckel von Donnersmarck &n...,\N,\N,https://movie.douban.com/subject/1900841/,豆瓣电影,2026-03-24T17:21:52
音乐之声,9.1,剧情 传记 爱情 歌舞,美国,罗伯特·怀斯 Robert Wise,朱莉·安德鲁斯 Julie Andrews / 克...,\N,https://movie.douban.com/subject/1294408/,豆瓣电影,2026-03-24T17:21:52
功夫,8.9,动作 喜剧 犯罪 奇幻,中国大陆 中国香港,周星驰 Stephen Chow,周星驰 Stephen Chow / 元秋 Qiu Yuen / ...,\N,https://movie.douban.com/subject/1291543/,豆瓣电影,2026-03-24T17:21:52
哈利·波特与阿兹卡班的囚徒,9.0,奇幻 冒险,英国 美国,阿方索·卡隆 Alfonso Cuarón,丹尼尔·雷德克里夫 Daniel Rad...,\N,https://movie.douban.com/subject/1291544/,豆瓣电影,2026-03-24T17:21:52
西西里的美丽传说,8.9,剧情 战争 情色,意大利 美国,朱塞佩·托纳多雷 Giuseppe Tornatore,莫妮卡·贝鲁奇 Monica ...,\N,https://movie.douban.com/subject/1292402/,豆瓣电影,2026-03-24T17:21:52
阿凡达,8.8,动作 科幻 冒险,美国,詹姆斯·卡梅隆 James Cameron,萨姆·沃辛顿 Sam Worthington ...,\N,https://movie.douban.com/subject/1652587/,豆瓣电影,2026-03-24T17:21:52
看不见的客人,8.8,剧情 犯罪 悬疑 惊悚,西班牙,奥里奥尔·保罗 Oriol Paulo,马里奥·卡萨斯 Mario Casas / 阿...,\N,https://movie.douban.com/subject/26580232/,豆瓣电影,2026-03-24T17:21:52
拯救大兵瑞恩,9.1,剧情 战争,美国,史蒂文·斯皮尔伯格 Steven Spielberg,汤姆·汉克斯 Tom Hanks...,\N,https://movie.douban.com/subject/1292849/,豆瓣电影,2026-03-24T17:21:52
